event_id_cnty,notes,gold_label,gold_label_full,actor_norm
CAO7636,"Around 1 June 2023, the Etoudi Gendarmerie Territorial Brigade beat an electrician in custody in Yaounde (Yaounde 1, Mfoundi, Centre). He was tortured for 4 days before his release. He was taken to the hospital where he died of his injuries. The victim was arbitrarily arrested. The reason for the arrest is not known.",V,Violence against civilians,State forces (Cameroon)
CAO9792,"Defusal: On 15 November 2022, Ambazonian Separatists placed an IED on the road in Nyen (Momo, Nord-Ouest) to ambush military forces who were to use the Tudig road. Military forces, after being informed, arrived at the scene and deactivated the device.",S,Strategic developments,State forces (Cameroon)
CAO14247,"Defusal: On 3 May 2024, the Rapid Intervention Battalion, with the help of the population, discovered and defused an IED planted by suspected by Ambazonian Separatists in Ndu (Ndu, Donga-Mantung, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO15918,"On 9 October 2024, the military forces from the Rapid Intervention shot and killed 5 civilians in Munyenge (Muyuka, Fako, Sud-Ouest) as they attempted to escape an arrest during a military cordon and search operation. More than 20 men were arrested.",V,Violence against civilians,State forces (Cameroon)
CAO4947,"On 13 January 2021, a joint police and military forces operation was conducted in Mudeka village, Tiko subdivision (Fako, Sud-Ouest), resulting in 86 people getting arrested.",S,Strategic developments,State forces (Cameroon)
CAO13587,"On 18 April 2024, state security forces, coded as the military forces from the Rapid Intervention beat and injured some 10 civilians during a military operation in Mbufong (Bali, Mezam, Nord-Ouest). There were no fatalities. The military forces set fire to a civilian house at the market square and threatened other residents not to shelter Separatists in the village.",V,Violence against civilians,State forces (Cameroon)
CAO13902,"On 10 July 2024, the military forces clashed and repelled an attack from Boko Haram (JAS) (likely) militants in Gouzoudou (Kolofata, Mayo-Sava, Extreme-Nord). There were no fatalities.",B,Battles,State forces (Cameroon)
CAO9374,"On 6 March 2023, state security forces (coded as military) arrested 25 male civilians in Ediki Meteke, Konye commune, coded to Konye (Meme, Sud-Ouest) under unclear circumstances. The state forces were aided by a former Ambazonian Separatist.",S,Strategic developments,State forces (Cameroon)
CAO3412,"Around 23 June 2020, the military forces shot and injured a woman during a raid in Tombel town (Kupe-Manenguba, Sud-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO4500,"On 25 March 2021, the army's rapid intervention battalion repelled an attack of Boko Haram fighters in Gaitewe village, Mayo Moskota subdivision (Mayo-Sava, Extreme-Nord). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO15915,"Defusal: On 15 October 2024, the security forces, coded as the military forces, discovered and deactivated over 5 IEDs planted by Ambazonian Separatists along the Kumbo-Ndop road in Wainamah (jakiri, Bui, Nord-Ouest). The incident halted vehicular movement along the impacted axis for over four hours.",S,Strategic developments,State forces (Cameroon)
CAO3524,"On 29 August 2020, the military forces ambushed Ambazonian separatists in one of their hideouts in Babessi town (Ngo-ketunjia, Nord-Ouest), killing 7 of them. Hostages were also reportedly killed during the fight. One soldier was injured.",B,Battles,State forces (Cameroon)
CAO11885,"On 27 September 2023, state forces, coded as military, physically assaulted several civilians (exact number unknown) after breaking into their houses in Nforya, coded to Bafut (Bafut, Mezam, Nord-Ouest), during an operation to locate Ambazonian Separatists. At least a woman and a man were severely injured. The man died while being rushed to the hospital.",V,Violence against civilians,State forces (Cameroon)
CAO4422,"On 28 February 2021, the military forces engaged in fire fight with Boko Haram fighters in Bouaram village, Darak subdivision (Logone-Et-Chari, Extreme-Nord).",B,Battles,State forces (Cameroon)
CAO12400,"On 2 September 2023, state security forces (coded as military) shot and killed a man in Fiango (Meme, Sud-Ouest) for unknown reasons. They dumped his body along the road.",V,Violence against civilians,State forces (Cameroon)
CAO10527,"On 10 October 2022, the military clashed with Ambazonian Separatists in Bole Bakundu, Mbonge commune, coded to Mbonge (Meme, Sud-Ouest). 2 militants were killed.",B,Battles,State forces (Cameroon)
CAO11462,"On 6 July 2023, state security forces, coded as military forces, arrested 27 male civilians from their homes in Ngvuinkei, coded to Kumbo (Bui, Nord-Ouest) after they were accused of collaborating with Ambazonian Separatists. The victims were released after 48 hours, after they paid 30.000CFA each.",S,Strategic developments,State forces (Cameroon)
CAO13586,"On 21 April 2024, a gendarmerie officer beat a civilian at a checkpoint in Diche I (Widikum, Momo, Nord-Ouest) for not having a valid identity card. There were no fatalities.",V,Violence against civilians,State forces (Cameroon)
CAO7109,"On 1 March 2023, the Cameroonian military forces attacked a teacher from the Bangou Technical High School at Tournant Z in Bangou (Bangou, Hauts-Plateaux, Ouest). He was beaten by the officers. The officers had deflated his tired and broke his mobile phones. The reason for the attack is not known. There were no fatalities.",V,Violence against civilians,State forces (Cameroon)
CAO15711,"On 25 September 2024, a mixed contingent, coded as the gendarmerie forces and the military forces clashed with the Ambazonian Separatists at a Separatist hideout in Nforya (Bafut, Mezam, Nord-Ouest) where some civilians abductees were held captive. 1 soldier and 1 civilian woman were killed while a civilian man and a soldier were injured. Several Separatists escaped with bullet injuries. The kille",B,Battles,State forces (Cameroon)
CAO14119,"Defusal: On 26 May 2024, security forces members, coded as the military forces, discovered and defused an IED planted Ambazonian Separatists at a drinking spot often visited by the soldiers from the Rapid Intervention in Boffe, coded to Widikum (Widikum, Momo, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO10477,"Defusal: On 21 March 2023, state security forces, coded as military forces, defused an IED planted by Ambazonian Separatists along Nyeng-Mbo/ Kobenyang stretch, coded to Nyeng (Momo, Nord-Ouest). The state forces identified the IED after the heavy rains washed it.",S,Strategic developments,State forces (Cameroon)
CAO15892,"On 12 October 2024, security forces, coded as the military forces shot and killed 4 suspected Ambazonian Separatists along a secondary road in Bova (Buea, Fako, Sud-Ouest) during a military operation.",B,Battles,State forces (Cameroon)
CAO9766,"Property destruction: On 9 November 2022, the military forces collected 6 motorbikes belonging to civilians and set them on fire in Oku (Bui, Nord-Ouest). The military forces were in search of Ambazonian Separatists who left a funeral gathering before the military forces arrived.",S,Strategic developments,State forces (Cameroon)
CAO4957,"On 18 January 2021, the military forces raided Nchang village, Mamfe subdivision (Manyu, Sud-Ouest), killing two women.",V,Violence against civilians,State forces (Cameroon)
CAO11972,"On 22 October 2023, state security forces (coded as military) arrested an Ambazonian Separatist and public transport vehicle driver in Mambanda (Meme, Sud-Ouest). Before the arrest, the military forces physically assaulted the driver for having the Separatist in the vehicle. There were no fatalities.",B,Battles,State forces (Cameroon)
CAO5076,"On 3 March 2021, the military forces shot and killed a young man in Baba I, Babessi town, Balikumbat subdivision (Ngo-Ketunjia, Nord-Ouest), for allegedly supplying drugs to separatist fighters.",V,Violence against civilians,State forces (Cameroon)
CAO13020,"On 11 April 2024, the military forces clashed with an unidentified armed group suspected of being ISWAP or Boko Haram militants at a checkpoint in Djourou (Blangoua, Logone-et-Chari, Extreme-Nord). 2 militants were killed. No information on the injuries.",B,Battles,State forces (Cameroon)
CAO10618,"Other: On 11 May 2023, state security forces (coded as military) fired gunshots from their base in Nkwen (Bamenda - Nkwen, Mezam, Nord-Ouest) for unknown reasons.",S,Strategic developments,State forces (Cameroon)
CAO13584,"On 19 April 2024, security forces, coded as the military forces beat a civilian along the road in Magagi mile 4 Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest) accusing him of collaborating with Ambazonian Separatists. There were no fatalities.",V,Violence against civilians,State forces (Cameroon)
CAO11869,"On 24 September 2023, Gendarmerie forces and a Fulani group, armed with rifles, exchanged fire with Ambazonian Separatists in Nyos, near Bwabwa (Boyo, Nord-Ouest). They shot and killed five Ambazonian Separatists. Their weapons and ammunition were retrieved.",B,Battles,State forces (Cameroon)
CAO13715,"On 26 May 2024, the military forces and the self-defense militia clashed and repelled an attack from ISWAP or Boko Haram militants in Kotserehe (Kostrahai) (Kolofata, Mayo-Sava, Extreme-Nord). Casualties unknown.",B,Battles,State forces (Cameroon)
CAO15426,"On 28 August 2024, security forces, coded as the military forces, arrested a commercial goods driver from his private residence and beat him to near death in Bobong (Njinikom, Boyo, Nord-Ouest). The military forces accused the victim of supplying weapons to Ambazonian Separatists. He was later released and taken to a health facility after paying 1 million Franc CFA to the military forces.",V,Violence against civilians,State forces (Cameroon)
CAO3978,"On 10 March 2020, the military forces raided Ngolo Metoko village (Ndian, Sud-Ouest) in search of separatists. They reportedly killed 10 civilians.",V,Violence against civilians,State forces (Cameroon)
CAO6280,"Around 9 July 2022, a traditional ruler of Bwassa and a soldier of the Cameroonian Military forces (Rapid Intervention) known as Moja Moja abducted a civilian in Buea (Buea, Fako, Sud-Ouest). In a video recording he is seeing kicking man into his car boot. He has also tortured and harassed civilians claiming that they had ties to separatists.",V,Violence against civilians,State forces (Cameroon)
CAO9638,"On 11 June 2022, the army Rapid Intervention Battalion killed two Ambazonian Separatists and set their bikes on fire at their checkpoint in Ambo (Momo, Nord-Ouest)].",B,Battles,State forces (Cameroon)
CAO12828,"On 14 February 2022, suspected Ambazonian separatists and military forces engaged in an armed clash at New Layout in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). There were no reported casualties.",B,Battles,State forces (Cameroon)
CAO4896,"On 7 May 2021, state security forces, coded as military, clashed with Ambazonian Separatists in Kumbo (Bui, Nord-Ouest) trying to disrupt an anniversary Mass of the Bishop of Kumbo. There were no casualties.",B,Battles,State forces (Cameroon)
CAO4539,"On 11 April 2021, the military forces killed a Boko Haram fighter in Kolofata town (Mayo-Sava, Extreme-Nord).",B,Battles,State forces (Cameroon)
CAO12531,"Property destruction: On 6 September 2022, the military set a bike and a commercial vehicle on fire along the Bafut - Wum road, coded to Wum (Menchum, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO3243,"On 3 May 2020, the military forces burnt motorcycles and looted a shop during a raid in Besi village, Batibo subdivision (Momo, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO9041,"On 14 July 2022, soldiers on transit fired several gunshots while passing through Bamessing (Tubah, Mezam, Nord-Ouest) after they suspected the presence of separatist fighters in the general area. No casualties was reported.",V,Violence against civilians,State forces (Cameroon)
CAO13472,"On 11 April 2024, patrolling military forces from the Rapid Intervention clashed with suspected pirates along the Cameroon - Nigeria waterway in Cape Bakassi (Idabato, Ndian, Sud-Ouest). 3 pirates were killed. The military forces arrested 7 men and 3 women.",B,Battles,State forces (Cameroon)
CAO4885,"On 3 May 2021, the military forces raided Tadu and Mbiim villages, Kumbo subdivision (Bui, Nord-Ouest). They shot and injured one civilian in Mbiim.",V,Violence against civilians,State forces (Cameroon)
CAO6038,"Around 23 April 2022, suspected soldiers killed two men around Mulang (Bamenda - Njah, Bamenda 3, Mezam, Nord-Ouest) before dumping their bodies in a stream. The 2 bodies were found by residents of Foncha Street. The identity of the victims is unknown.",V,Violence against civilians,State forces (Cameroon)
CAO11416,"Looting: On 20 December 2023, military forces on patrol extorted an unspecified amount of money from civilians in Wututu (Buea, Fako, Sud-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO10622,"Other: On 12 May 2023, State security forces, coded as military, at their post, fired several warning gunshots in the air in Kakar (Ndu, Donga-Mantung, Nord-Ouest) under unclear circumstances.",S,Strategic developments,State forces (Cameroon)
CAO12694,"Around 25 November 2021 (week of), military forces arrested three youths in Ekona Mbenge, Muyuka subdivision while on a raid. The youths in question are suspected of being Ambazonian separatist fighters. They disappeared soon after they were picked up.",S,Strategic developments,State forces (Cameroon)
CAO7414,"On 30 May 2023, gendarmerie officers and soldiers sexually assaulted a girl at Carrefour de l'Auberge housing estates in Bafoussam (Bafoussam 1, Mifi, Ouest). The victim filed a complaint against certain members of the security forces.",V,Violence against civilians,State forces (Cameroon)
CAO5731,"Property destruction: On 30 November 2021, the military forces raided Bali town (Mezam, Nord-Ouest). They burnt houses and looted goods.",S,Strategic developments,State forces (Cameroon)
CAO14742,"Defusal: On 6 July 2024, the security forces, coded as the military forces, discovered and defused some 3 static IEDs planted by suspected Ambazonian Separatists on a secondary roadside in Munyenge (Muyuka, Fako, Sud-Ouest) with the help of some community members.",S,Strategic developments,State forces (Cameroon)
CAO5902,"Around 9 March 2022 (as reported), Cameroonian soldiers killed two detained civilians in Kumbo (Kumbo, Bui). The two civilians had been detained following a raid of an Ambazonian separatist area by the Cameroonian soldiers. Soldiers detained civilians, beat them up, took two to Kumbo, and killed them.",V,Violence against civilians,State forces (Cameroon)
CAO15461,"Other: On 30 August 2024, security forces, coded as the military forces fired sporadic gunshots along the main road in Mbengo Hill (Belo, Boyo, Nord-Ouest) to scare off Ambazonian Separatists in the area.",S,Strategic developments,State forces (Cameroon)
CAO15428,"On 25 August 2024, security forces, coded as the military forces, beat and injured a group of 15 civilians along the main road in Ashing (Belo, Boyo, Nord-Ouest) accusing them of leaving a bag they suspected of carrying items used to manufacture IEDs near the military minor base.",V,Violence against civilians,State forces (Cameroon)
CAO3687,"On 21 September 2020, the security forces (assumed Police Forces) arrested 50 members of the MRC (opposition) party including the national treasurer and the party's spokesperson in Yaounde city (Mfoundi, Centre). This happened a day before a banned MRC demonstration.",S,Strategic developments,State forces (Cameroon)
CAO5011,"On 6 February 2021, the military forces raided Ngarum village, Ndu subdivision (Donga-Mantung, Nord-Ouest). They killed one civilians, beat up and extorted others.",V,Violence against civilians,State forces (Cameroon)
CAO14082,"On 29 April 2024, security forces with gendarmerie, BIR, and Police arrested at least 30 civilians both males and females from their private residences for unknown reasons in Nkambe (Nkambe, Donga-Mantung, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO4199,"On 7 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Ntankah, Nkwen, Below Fonch and Mulang neighborhoods of Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). A civilian was caught in the crossfire in Mulang, and killed.",B,Battles,State forces (Cameroon)
CAO9650,"On 30 June 2022, military forces shot and killed a high-profile Ambazonian Separatists commander, popularly known as 'General Boaster,' in Bafanji (Ngo-Ketunjia, Nord-Ouest).",B,Battles,State forces (Cameroon)
CAO11301,"On 18 December 2023, the military forces shot dead a civilian during a funeral ceremony in Njinikom (Njinikom, Boyo, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO3378,"Around 13 June 2020 (between 11 - 15 June), the military forces killed 13 suspected Ambazonian separatists during an operation in 5 villages of Mezam subdivision including Pinyin (Mezam, Nord-Ouest). Fatalities split between five events.",B,Battles,State forces (Cameroon)
CAO5381,"On 16 August 2021, the military forces raided Bali town (Mezam, Nord-Ouest). They killed three people, beat up several and looted shops and destroyed properties.",V,Violence against civilians,State forces (Cameroon)
CAO8143,"On 14 November 2023, the military forces (Rapid Intervention) ambushed Boko Haram (JAS) (likely) militants along the Limani - Goumbouldi road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord). 2 militants were killed, the militants had approached an abandoned civilian truck near where the military forces were parked and the military recovered a weapon.",B,Battles,State forces (Cameroon)
CAO3794,"On 23 October 2020, the military forces killed one person and burnt properties during a raid in Bamessing town (Ngo-ketunjia, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO10666,"On 18 May 2023, state security forces (coded as military) and some administrative officials in a convoy engaged in an armed confrontation with Ambazonian Separatists in Baingo (Boyo, Nord-Ouest). During the exchange, a road-planted IED was detonated by the Separatists. Casualties unknown.",B,Battles,State forces (Cameroon)
CAO6796,"Around 2 December 2022, a police officer attacked a secondary school teacher and two other civilians in Sabongari (Nwa, Donga-Mantung, Nord-Ouest) leading to their injuries.",V,Violence against civilians,State forces (Cameroon)
CAO7010,"Weapons seizure: Around 2 February 2023, the national gendarmerie in a special operation seized weapons and ammunition in Gonna, coded to Garoua (Garoua 2, Benoue, Nord). The operation began on 22 January 2023 to arrest criminals who have been attacking and abducting civilians in the area.",S,Strategic developments,State forces (Cameroon)
CAO12730,"Looting: On 12 January 2021, military forces broke into several homes and looted properties in Ndzenji (Kumbo, Bui, Nord-Ouest). They also arrested civilians. The military engaged in this activity on 11 and 12 January [coded separately].",S,Strategic developments,State forces (Cameroon)
CAO4272,"Looting: On 15 January 2021, military forces seized bikes from bike taxi riders during 'random raids' in Limbe town (Fako, Sud-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO7337,"Property destruction: On 26 May 2023, the military forces attacked Babanki (Tubah, Mezam, Nord-Ouest). The soldiers shot sporadically and at least 5 houses were burned and shops looted. The military were searching for Ambazonian Separatists who had abducted some 30 women from the village (coded as a separate event).",S,Strategic developments,State forces (Cameroon)
CAO9414,"On 13 September 2022, the military forces shot and killed 7 detained suspected Ambazonian Separatists between mile 18 and mile 28 lower Bafut, coded to Bafut (Mezam, Nord-Ouest) and deposited the bodies along the road. The military forces had arrested the suspected Separatists before killing them.",V,Violence against civilians,State forces (Cameroon)
CAO4020,"On 18 November 2020, the military forces repelled Boko Haram fighters as they tried to kidnap 4 people in Madakar village (Mayo-Tsanaga, Extreme-Nord). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO7437,"On 25 June 2023, the military forces attacked civilians in Kumba (Ekondo Titi, Ndian, Sud-Ouest). 1 civilian was killed. The victim had challenged a gendarmerie officer to lawfully present a warrant authorizing him to arrest another civilian when the officer shot him at close range in the chest and the other civilian was injured.",V,Violence against civilians,State forces (Cameroon)
CAO14078,"On 19 May 2024, army's rapid intervention battalion members ambushed Ambazonian Separatists who were enforcing a lockdown against the National Day celebrations in Besi (Batibo, Momo, Nord-Ouest). One separatist was killed while the others left the area.",B,Battles,State forces (Cameroon)
CAO9311,"On 14 February 2023, state forces (coded as military) physically assaulted 13 community leaders at their meeting in Kombone (Meme, Sud-Ouest). 2 sustained injuries. One of the male leaders was also arrested. It is alleged that a traditional ruler, who had been residing out of the village for a long time, had alerted the state forces of the meeting which he deduced was aimed at dethroning him. No i",V,Violence against civilians,State forces (Cameroon)
CAO6723,"Around 10 November 2022, a police officer attacked and shot a commercial bike rider in Yaounde (Yaounde 1, Mfoundi, Centre) in the leg after an argument. The officer fled while the victim was taken to the hospital.",V,Violence against civilians,State forces (Cameroon)
CAO3013,"On 20 February 2020, suspected military forces shot and injured one woman in Pinyin village, Santa subdivision (Mezam, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO4242,"On 26 December 2020, the military forces attacked the Tubah District Hospital in Bambui town (Mezam, Nord-Ouest), killing two people including a patient.",V,Violence against civilians,State forces (Cameroon)
CAO6300,"On 18 July 2022, the Cameroonian military forces shot sporadically and killed 3 civilians in Gunuku (Mbengwi, Momo, Nord-Ouest). They set several houses on fire. The hands of the victims were tied before they were killed. It is unknown why the attack happened. Many civilians fled to the bushes.",V,Violence against civilians,State forces (Cameroon)
CAO13978,"Weapons seizure: On 14 July 2024, the military forces seized weapons from an unidentified group in Lariski arrondissement in Makary (Makary, Logone-et-Chari, Extreme-Nord). 14 rockets launchers, 3 rifles, explosives and ammunition were seized.",S,Strategic developments,State forces (Cameroon)
CAO3207,"On 23 April 2020, the military forces reportedly killed one suspected Ambazonian separatist during a clash in Bamessing village, Ndop subdivision (Ngo-ketunjia, Nord-Ouest).",B,Battles,State forces (Cameroon)
CAO12027,"On 13 October 2023, state security forces (coded as military) engaged in an armed confrontation with Ambazonian Separatists in Manji Quarter in Bafut (Mezam, Nord-Ouest). They were responding to Ambazonian Separatists detonating an IED and firing shots to disrupt a funeral. Two Separatists were killed.",B,Battles,State forces (Cameroon)
CAO11049,"Other: On 25 December 2023, the military forces fired several gunshots after suspecting the presence of Ambazonian Separatists in Kikaikiliki (Kumbo, Bui, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO11117,"On 12 December 2023, the army's Rapid Intervention Battalion shot and killed an Ambazonian Separatist during an operation in Lewoh, Fontem subdivision (Fontem, Lebialem, Sud-Ouest), coded to Fontem.",B,Battles,State forces (Cameroon)
CAO14749,"Other: On 6 July 2024, the security forces, coded as the military forces, fired sporadic gunshots after spotting suspected Ambazonian Separatists around the military base in Tobin (Kumbo, Bui, Nord-Ouest). Economic activities and the movement of civilians and vehicles were paused for half an hour until the military forces stopped shooting.",S,Strategic developments,State forces (Cameroon)
CAO12018,"Other: On 16 October 2023, state security forces (coded as military) 'forced [Ambazonian Separatists from the Restoration Forces] to flee' at the Besinge road junction in Mamfe commune, coded to Mamfe (Manyu, Sud-Ouest). The military forces were responding to the Separatists' attempt to set a vehicle on fire when they accused the driver of violating the Monday Ghost Town. The driver escaped and al",S,Strategic developments,State forces (Cameroon)
CAO13561,"On 21 April 2024, security forces, coded as the military forces fired shots at Ambazonian Separatists riding on a motorcycle in Mahbor neighborhood in Ntamruh (Ndu, Donga-Mantung, Nord-Ouest). The Separatists escaped while stray bullets killed a 10-year-old boy who had been fetching wood at a nearby forest.",B,Battles,State forces (Cameroon)
CAO3384,"On 14 June 2020, the military forces engaged in fire fights with Ambazonian separatists in Bamenda town (Mezam, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO10261,"Looting: On 8 February 2023, a state forces mobile unit (coded as military) set up a checkpoint at Three Corners in Alou (Kupe-Manenguba, Sud-Ouest). They conducted searches of motorbikes and extorted an unspecified amount of money from each bike rider. The checkpoint was removed at the end of the day.",S,Strategic developments,State forces (Cameroon)
CAO6992,"On 23 January 2023, Cameroonian military forces attacked civilians around Old Moghamo neighborhood in the outskirts of Bamenda (Bamenda 1, Mezam, Nord-Ouest). The military pulled out two persons attending a wake keep service and shot them dead.",V,Violence against civilians,State forces (Cameroon)
CAO10662,"Other: On 18 May 2023, state security forces (coded as military) fired warning gunshots in the air at their base in Waindo, Wum commune, coded to Wum (Menchum, Nord-Ouest). The gunshots were an attempt to dissuade Ambazonian Separatists from trying to disrupt the preparations and celebrations for 20 May (National Day).",S,Strategic developments,State forces (Cameroon)
CAO3276,"On 15 May 2020, the military forces killed one person during a raid on Baba I village, Mbonge subdivision (Meme, Sud-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO13173,"On 27 February 2024, security forces, coded as the military forces fired multiple gunshots at a football field where school children were playing, suspecting the presence of Ambazonian Separatists in the area in Ekona Mbenge (Muyuka, Fako Sud-Ouest). A student was hit and killed by a stray bullet.",V,Violence against civilians,State forces (Cameroon)
CAO15047,"On 27 July 2024, the military forces from the Rapid Intervention beat and injured some 20 civilians they had taken out of a drinking spot at Old Park in Batibo (Batibo, Momo, Nord-Ouest). The military forces accused them of having fun while the soldiers were suffering in the conflict with the Ambazonian Separatists. 2 of the victims reported the incident to the Divisional Officer. The outcome of t",V,Violence against civilians,State forces (Cameroon)
CAO5078,"On 4 March 2021, the military forces raided Idiakwu neighborhood of Okerika village, Akwaya subdivision (Manyu, Sud-Ouest), killing least 12 people.",V,Violence against civilians,State forces (Cameroon)
CAO3045,"On 29 February 2020, the military forces attacked the village of Ebam, in Eyumojock subdivision (Manyu, Sud-Ouest), killing one civilian.",V,Violence against civilians,State forces (Cameroon)
CAO9797,"On 16 November 2022, military forces, during an operation, shot and injured a Ambazonian Separatists at a checkpoint in Agyati, Bafut commune, coded to Bafut (Mezam, Nord-Ouest). The man escaped with his colleague who were at the checkpoint together.",B,Battles,State forces (Cameroon)
CAO10215,"Other: On 23 January 2023, state security forces (coded as military) fired gunshots in the air in Egbekaw (Manyu, Sud-Ouest) under unclear circumstances. This resulted the displacement of an unknown number of civilians.",S,Strategic developments,State forces (Cameroon)
CAO11080,"On 11 November 2023, the army's Rapid Intervention Battalion intercepted a vehicle and physically assaulted and injured the driver in Bwassa (Buea, Fako, Sud-Ouest), accusing the driver of being an Ambazonian Separatists sympathizer due to his origin from the North West Region.",V,Violence against civilians,State forces (Cameroon)
CAO7189,"On 25 March 2023, the Cameroonian military forces attacked sleeping civilians in Vekovi (Oku, Bui, Nord-Ouest). The number of fatalities is not known but villagers have found corpses in the bushes. Some villagers fled while others were taken away by the military. The military also looted and set fire to homes. Unknown fatalities coded as 3.",V,Violence against civilians,State forces (Cameroon)
CAO5461,"On 17 July 2021, Ambazonian separatists engaged in a fire fight with the military forces in Bambui village, Tubah subdivision (Mezam, Nord-Ouest). One person was killed.",B,Battles,State forces (Cameroon)
CAO10997,"On 22 November 2023, the military forces set fire to three civilian provision shops and assaulted several civilians in Eyumojock (Eyumodjock, Manyu, Sud-Ouest). No information on injuries.",V,Violence against civilians,State forces (Cameroon)
CAO9799,"On 18 October 2022, military forces ambushed and clashed with 3 Ambazonian Separatists who were at an informal vehicular checkpoint in Jikijem (Bui, Nord-Ouest). The forces captured one Separatist, but on their way to the Elak brigade, the captured fighter managed to escape. No casualties.",B,Battles,State forces (Cameroon)
CAO10162,"On 6 January 2023, state security forces (coded as military) shot and killed two Ambazonian Separatists in Wum (Menchum, Nord-Ouest). This came after the Separatists injured one of their colleagues earlier the same day (coded separately).",B,Battles,State forces (Cameroon)
CAO12170,"Property destruction: On 27 August 2023, state security forces, coded as the military forces, fired sporadic gunshots and set a motorbike on fire in Wombong, coded to Njinikom (Njinikom, Boyo, Nord-Ouest). The military forces thought the motorbike belonged to Ambazonian Separatists who had earlier fired provocative gunshots.",S,Strategic developments,State forces (Cameroon)
CAO12679,"On 22 January 2021, a joint state security force (coded to Military) raided Bomaka, Mile 18 and Muea neighborhoods in Buea (Fako, Sud-Ouest) leading to the arrest of over 100 persons especially the youths, with or without identification papers.",S,Strategic developments,State forces (Cameroon)
CAO12517,"On 7 June 2023, state security forces (coded as military) dressed as civilians apprehended an Ambazonian Separatist at a funeral at a home in Batibo (Momo, Nord-Ouest). Another Separatist escaped. There were no fatalities.",B,Battles,State forces (Cameroon)
CAO6033,"Around 26 April 2022, the Cameroonian military conducted a raid and clashed with Ambazonian separatists fighters in Batibo (Batibo, Momo, Nord-Ouest), killing 14 separatists fighters in 3 locations of Batibo, Ndu and Mbonge. 14 fatalities split across 3 events.",B,Battles,State forces (Cameroon)
CAO10301,"On 30 April 2023, state security forces, coded as military forces, invaded the hideout of Ambazonian Separatists and engaged them in an armed clash at Bia Bikom, coded to Mbonge (Meme, Sud-Ouest). Four separatists were killed, two state forces operatives were wounded, two motorbike belonging to the separatists were set ablaze and civilians in the area were displaced into the bushes.",B,Battles,State forces (Cameroon)
CAO12036,"Other: On 12 October 2023, state security forces (coded as military) fired gunshots in the air while passing trough Meli (Boyo, Nord-Ouest) when they suspected Ambazonian Separatists to be around.",S,Strategic developments,State forces (Cameroon)
CAO9635,"On 11 June 2022, military forces opened fire and clashed with Ambazonian Separatists in Bamessing (Mezam, Nord-Ouest). No casualties.",B,Battles,State forces (Cameroon)
CAO5127,"On 24 April 2021, the military forces opened fire on a local NGO car at a checkpoint in Mamfe town (Manyu, Sud-Ouest), injuring two staff members of the NGO.",V,Violence against civilians,State forces (Cameroon)
CAO13573,"On 17 April 2024, security forces, coded as the military forces arrested 20 men and 15 women from their private residences on Timber Road in Konye (Konye, Meme, Sud-Ouest) for an unknown reason.",S,Strategic developments,State forces (Cameroon)
CAO11217,"On 21 December 2023, the military forces shot and killed two Ambazonian Separatists, including a commander, at their base in Menji (Wabane, Lebialem, Sud-Ouest).",B,Battles,State forces (Cameroon)
CAO14463,"On 12 May 2024, the military forces opened fire on an Ambazonian Separatists and a lady on the side of the road in Mamu (Buea, Fako, Sud-Ouest) as both got off a motorcycle and headed towards a private residence. It is not clear if both were killed.",B,Battles,State forces (Cameroon)
CAO12379,"On 4 September 2023, state security forces members, coded as military, and Ambazonian Separatists Restoration Forces faction clashed in Kumba (Kumba 1, Meme, Sud-Ouest). A stray bullet hit and killed a 15-year-old girl in her private residence during the clash. The Ambazonian separatists also kidnapped one male civilian while retreating.",B,Battles,State forces (Cameroon)
CAO13864,"On 29 June 2024, gendarmerie forces shot and injured 2 civilians at a checkpoint in Goudoum Goudoum (Moulvoudaye, Mayo-Kani, Extreme-Nord) when the civilians refused to pay. There were no fatalities.",V,Violence against civilians,State forces (Cameroon)
